Lname,Fname,Regiment,RankCasualtie,RankSoldier,Junk
BATES,HOWARD JOHN,1208,null,0
BATTAGEL,ROLAND (RONALD RINALDO),255167,null,0
BAUER,RALPH,8141,null,0
BAUGH,ARTHUR,3441,null,0
BAUGUST,JOHN LAWRENCE,432044,null,0
BAVERSTOCK,HARWARD HENRY,420937,null,0
BAWDEN,ALEXANDER REGINALD,,null,0
BAWTREE,EDGAR LEONARD,912023,null,0
BAXTER,ROBERT ISAAC,A/10025,null,0
BAYERS,RAPLH EDGAR,248621,null,0
BAYLES,STANLEY SWITHIN,,null,0
BAYLEY,FRANKLIN HOWARD,IO/5458,null,0
BAYLEY,JOHN SPARVEL,152284,null,0
BAYN (BOLAND),JOHN,72205,null,0
BEACALL,ALAN,2000060,null,0
BEACH,LE BARON,435257,null,0
BEALE,ROY,625381,null,0
BEALEY,WALTER,420496,null,0
BEALL,GORDON PERCY,3055853,null,0
BEALS,GEORGE,6653,null,0
BEAM,WILLIAM EARL,675335,null,0
BEARD,CHARLES EDWARD,811675,null,0
BEARDEN,JOHN ALFRED,868260,null,0
BEATH,ROBERT,460245,null,0
BEATTIE,FRANK LORANE,81060,null,0
RG 150; Accession 1992-93/166; Box 546 - 50,BEATTIE,F,null,0
BEATTIE,HARRY,773129,null,0
BEATTIE,WILLIAM,426437,null,0
BEAUCHAMP,GRENADIER,3557,null,0
BEAUCHENE,JOHN,183981,null,0
BEAUDETTE,MICHAEL,243539,null,0
BEAUDIN,ELIE,409782,null,0
RG 150; Accession 1992-93/166; Box 559 - 46,BEAUDRY,N,null,0
BEAULIEU,WILFRID,41341,null,0
BEAUREGARD,JOSEPH ARTHUR,3031798,null,0
BEAUREGEARD,PHILIAS,455677,null,0
BEAUSOLEIL,MOSES,A/36543,null,0
BECHTOL,CHARLES RAY,535310,null,0
BECK,ALBERT AUGUSTUS,2381435,null,0
BECKER,WALTER FRED,2334382,null,0
BECKWALL,AUGUSTUS ALFRED,256462,null,0
BECKWITH,JOHN FRANCIS,817007,null,0
BEDARD,ADELARD,416073,null,0
BEDARD,ANTIONE,3162053,null,0
 50200",RG 150; Accession 1992-93/166; Box 581 - 38,WILFRED,null,0
BEDFORD,THOMAS,A/40426,null,0
BEE,SIDNEY,57581,null,0
RG 150; Accession 1992-93/166; Box 586 - 30,BEEDELL,H,null,0
BEENY,HARRY,4(50717,null,0
BEER,RUSSELL,681265,null,0
BEESON,STANLEY,154183,null,0
BEGG,JAMES,199066,null,0
BEGGS,BERNARD,A/44140,null,0
BELAIR,ALFRED,856784,null,0
BELAIR,FREDERICK,61211,null,0
BELAIRE,IRVING,J/3084,null,0
RG 150; Accession 1992-93/166; Box 596 - 7,BELAND,A,null,0
BELANGER,ALBANY,448330,null,0
BELANGER,ALFRED,1004153,null,0
BELANGER,FRANCOIS XAVIER EUGENE,47808,null,0
BELANGER,LAUCIEN,748814,null,0
BELANGER,TOUSSAINT,166529,null,0
BELCH,REUBEN,454060,null,0
BELCOURT,GEORGES ALBERT,3155969,null,0
BELCOURT,GORDIAN,101096,null,0
BELDING,HENRY DIBBLEE,817009,null,0
BELECKY,DANIEL,898390,null,0
BELFORD,GEORGE PERCIVAL,,null,0
BELFOY,LAWRENCE,A/10531,null,0
BELIK,ONUFRE,808589,null,0
BELISLE,JEAN LOUIS,438714,null,0
BELIVEAU,HERVE,3167130,null,0
RG 150; Accession 1992-93/166; Box 608 - 15,BELL,B,null,0
BELL,COLONEL TRYWHITT,853187,null,0
BELL,DAVID,100046,null,0
BELL,DAVID HUNTER,,null,0
BELL,ERROL STEWART,MCG/205,null,0
BELL,HENRY,,null,0
BELL,JAMES,IO/472,null,0
BELL,LAWRANCE,639710,null,0
BELL,THOMAS ALBERT ERNEST,216759,null,0
BELL,WILFRED,654308,null,0
BELL-BODDY,WILLIAM JOHN,868262,null,0
BELLEFLEUR,OVILA,416934,null,0
BELLEMARE,GEORGE,3173146,null,0
BELLEMARE,WILLIE,3164367,null,0
BELLEMARRE,CHARLES,3159317,null,0
BELLIVEAU,FREDERIC,901900,null,0
 64000",RG 150; Accession 1992-93/166; Box 632 - 48,GUY,null,0
BELLVILLE,FREDERICK,672870,null,0
BELTON,ALEXANDER,770247,null,0
BELZIL,HERMENEGILDE,857157,null,0
BEMBRIDGE,ALFRED,A/4018,null,0
BEMISTER,WALTER BRYAR,409677,null,0
RG 150; Accession 1992-93/166; Box 637 - 19,BENDEK,A,null,0
BENETTE,JAMES RUSSELL,McG/182,null,0
BENNET,ANDREW WHITTON,159022,null,0
BENNET,FREDERICK,629432,null,0
BENNETT,ALAN DUDLEY,451182,null,0
BENNETT,CHURCHILL EDWARD,20692,null,0
RG 150; Accession 1992-93/166; Box 645 - 23,BENNETT,F,null,0
BENNETT,MCD,273784,null,0
BENNETT,RUSSEL ALEXANDER,106084,null,0
BENOIT,SIMON JAMES,80278,null,0
BENSEN,FREDERICK HARMAN,255180,null,0
BENSON,AXEL BIRGER,736264,null,0
BENSON,HALVOR,198523,null,0
BENT,LEVERETT HOLDEN,734568,null,0
BENTON,JAMES HENRY,124327,null,0
BENTON,ROGER ALFRED,A/36215,null,0
BENWARE,NEAL,6886,null,0
BERARD,DELPHIS,23628,null,0
BERGERON,EDMOND,416031,null,0
BERGERON,EDOUARD,243008,null,0
BERINGER,FRED,144208,null,0
BERNARD,JOHN BAXTER,1053110,null,0
BERNATCHEZ,PHILIP,793490,null,0
BERNDT,EMANUEL,3348499,null,0
BERNIER,JOACHIM,454246,null,0
BERNIQUER,PHILIPPE,1003725,null,0
BERRIGAN,EDSON,,null,0
BERRINGER,CHARLES,4361,null,0
BERRY,ARCHIBALD,126953,null,0
BERRY,CLEMENT,A/20491,null,0
BERRY,COREY MALCOLM,282774,null,0
RG 150; Accession 1992-93/166; Box 685 - 44,BERRY,E G,null,0
BERRY,JOSEPH JAMES,1929990,null,0
BERRY,MARK,G/9282,null,0
BERRYMAN,GEORGE,A/44778,null,0
BERTHAIUME,HARMIDAS,61541,null,0
BERTHELETTE,MICHAEL,3347109,null,0
BERTHELETTE,RAYMOND,292055,null,0
BERTIN,HENRI ISAAC,70247,null,0
BERTRAM,SPENCER,2522518,null,0
BERTRAND,ALFRED JOSEPH,121330,null,0
BERTRAND,HENRI ALEXANDRE,301819,null,0
BERTRAND,OCTAVE,2184,null,0
BERUBE,FRANCOIS XAVIER,2139912,null,0
BERUBE,PAUL,4060479,null,0
BESNER,OVILA,417019,null,0
BEST,ERNEST ALBERT,1096257,null,0
BEST,HENRY VICTOR,G/1055,null,0
BEST,THOMAS,A/15137,null,0
BETHEL,CHARLES EDWARD,26655,null,0
BETTS,ERNEST EARL,736746,null,0
BETTS,GEORGE FRANKLYN,11655,null,0
BETTY,ROLAND JOHN,30728,null,0
BEUTLICH-MILLAR,FINLAY,228386,null,0
BEVAN,JOHN WILLIAM MAURICE,,null,0
BEVERLEY,RALPH EDWARD,769587,null,0
BEVIS,JACK,4020901,null,0
BEYER,FRANK,69091,null,0
BIANCHE,CHARLES,258395,null,0
BIBLE,BEN,231688,null,0
BICKERSTAFF,EVERELL MOORE,10009,null,0
BICKFORD,SHIRLEY,,null,0
BIELBY,GEORGE,370071,null,0
BIELER,PHILIPPE ALFRED,487475,null,0
BIERNACKI,ROBERT,911808,null,0
BIGGANE,JOHN,3031117,null,0
BIGGAR,EDWARD JAMES,,null,0
BIGGERSTAFF,SYDNEY,875100,null,0
RG 150; Accession 1992-93/166; Box 725 - 17,BIGHAM,J S,null,0
BIGHAM,WILLIS,3056106,null,0
BIGLAND,RICHARD KNOTT,1055,null,0
BIGROW,JOHN EDWARD,3091266,null,0
BIGWOOD,WILFRID EWART,114541,null,0
BIJL,ABRAM,761184,null,0
BILLETT,WILLIAM CHARLES,721132,null,0
RG 150; Accession 1992-93/166; Box 730 - 50,BILLINGTON,W J,null,0
BILLOT,HERBERT EDWARD,,null,0
BILODEAU,PHEBUS,3292056,null,0
BILOW,JOHN,633841,null,0
BINCH,CHARLES LANGTON,255184,null,0
BING,EDWARD CHARLES,,null,0
BINGHAM,ALEXANDER JOHN,55799,null,0
RG 150; Accession 1992-93/166; Box 736 - 27,BINGHAM,V J,null,0
BINMORE,REGINALD ERIC REX,,null,0
BIRCH,WHITFORD PATRICK,3307537,null,0
BIRD,MONTAGU HERBERT,,null,0
BIRDSEYE,FRANCIS JAMES,G/9295,null,0
BIRKES,HARRY,4040112,null,0
BIRNS,CYRIL GARNET,,null,0
BIRTWHISTLE,GEORGE STUART,55800,null,0
RG 150; Accession 1992-93/166; Box 754 - 2,BISAILLON,J,null,0
BISHOP,ALAN TASHER,781336,null,0
BISHOP,DEW,463240,null,0
BISHOP,ERNEST WILLIAM,A/24106,null,0
BISHOP,FREDERIC WILLIAM,115052,null,0
BISHOP,GEORGE STANLEY,832500,null,0
BISHOP,JOHN VICTOR,11627,null,0
BISSET,ROBERT BURNS,37609,null,0
BISSET,THOMAS,27804,null,0
RG 150; Accession 1992-93/166; Box 763 - 8,BISSETT,J S,null,0
BISSETT,JOHN MACKESSOR,402255,null,0
BISSETT,RODERICK,A/38134,null,0
RG 150; Accession 1992-93/166; Box 764 - 70,BISSON,L V,null,0
BISSONNETTE,WILFRED,26415,null,0
BJARNASON,BARNEY,186022,null,0
BLAC,PETER,1087086,null,0
BLACK,ANDREW RICHMOND,629132,null,0
BLACK,CLAUDE O,902397,null,0
BLACK,FERGUS,,null,0
BLACK,JAMES,418849,null,0
BLACK,JOHN ALLISON,126209,null,0
BLACK,LESLIE ARTHUR,622233,null,0
BLACK,ROBERT DOUGLAS,1015670,null,0
BLACK,THOMAS,G/6910,null,0
BLACK,WILLIAM,A/40059,null,0
BLACK,WILLIAM,IO/5465,null,0
BLACKALL,HERBERT GEORGE,47813,null,0
BLACKBURN,EDWARD JOHN,552554,null,0
BLACKBURN,GEORGE,140607,null,0
BLACKER,ROBERT JAMES,226871,null,0
BLACKHALL,JOSEPH,9418,null,0
BLACKLOCK,PHILIP UNDERWOOD,246430,null,0
BLACKLOCK,RAYMOND,2108884,null,0
BLACKMORE,FREDERICK WILLIAM,86246,null,0
BLADES,JAMES,VR/1033,null,0
BLAEKER,JOSHUA THOMAS,195029,null,0
BLAIN,EMERY,61547,null,0
BLAIR,JAMES KENT,,null,0
RG 150; Accession 1992-93/166; Box 795 - 34,BLAIR,J C,null,0
BLAIR,KENNETH,32819,null,0
BLAIR,ROBERT JAMES,463734,null,0
BLAIR,STUART CARLYLE,22942,null,0
RG 150; Accession 1992-93/166; Box 797 - 68,BLAIS,A,null,0
BLAIS,EUSEBE,145112,null,0
BLAIS,HERMENEGILDE,120986,null,0
BLAIS,HERVE,448019,null,0
RG 150; Accession 1992-93/166; Box 800 - 34,BLAKE,A C,null,0
BLAKE,CHRISTOPHER EDWARD,G/9210,null,0
BLAKE,LOUIS,27168,null,0
BLAKE,PATRICK JOHN LASCELLES,427682,null,0
BLAKEBROUGH,WILFRED,826062,null,0
BLAKELEY,WILLIAM EDWARD,696502,null,0
BLAKELEY,WILLIAM HENRY,463825,null,0
RG 150; Accession 1992-93/166; Box 807 - 14,BLAKER,W,null,0
BLAKEWAY,FREDERICK JOHN,148496,null,0
BLANCHARD,CHARLIE NOAH,633101,null,0
BLANCHARD,EDMOND,418485,null,0
BLANCHARD,EVARISTE,24337,null,0
BLANCHETT,CHRISTOPHER,18159,null,0
RG 150; Accession 1992-93/166; Box 812 - 72,BLANCHFIELD,P J,null,0
BLAND,JOHN,300611,null,0
 542",RG 150; Accession 1992-93/166; Box 815 - 1,RICHARD WILLIAM,null,0
BLEAKLY,JAMES ALEXANDER,624781,null,0
BLEZARD,THOMAS,443577,null,0
BLICK,ROBERT,2030205,null,0
BLISS,LINNELL HOUGHTON (LIN),785164,null,0
BLOCK,LEWIS,2771395,null,0
BLOCKLEY,FRANCIS ALFRED,57367,null,0
BLOOMFIELD,JOHN WILFRID BURGESS,524309,null,0
BLOUIN,ADJUTOR,660988,null,0
BLUNDUN,GEORGE,104151,null,0
BLUNDY,ISADORE G,27805,null,0
BLYTHE,GEORGE JAMES,A/2469,null,0
BLYTHE,JOHN HENRY,A/2468,null,0
RG 150; Accession 1992-93/166; Box 835 - 2,BOAG,D,null,0
BOAL,GLENN VICTOR,859802,null,0
RG 150; Accession 1992-93/166; Box 835 - 42,BOAL,L,null,0
BOCHEL,JAMES,505100,null,0
BOCKING,FRANCIS JAMES,A40060,null,0
BOCKING,THOMAS HENRY,724671,null,0
BODDEN,CORNELIUS,757976,null,0
BODEN,ALBERT EBENEZER,126267,null,0
BOGART,ORLEY,IO/8408,null,0
BOGICHEVICH,VALISA,75763,null,0
BOHN,ALBERT ARTHUR ALFRED,1018481,null,0
BOILEAU,JOSEPH RENE,A24091,null,0
BOIVIN,HENRY,50621,null,0
BOIVIN,PHILLIP,865756,null,0
BOLAND,RUSSELL JOHN,734201,null,0
BOLAND,SIDNEY,27442,null,0
BOLE,JAMES GORDON,,null,0
BOLE,JOHN RODERICK DOUGLAS,McG/164,null,0
BOLLOM,HEBBERD,437621,null,0
BOLT,FRED,2008621,null,0
BOLTON,MAURICE RICHARD,A/4026,null,0
BOLTON,STEWART DAVID,426250,null,0
BOLWELL,WILLIAM SAMSON,C/37464,null,0
BOMBARDIER,HARMISDAS,847894,null,0
RG 150; Accession 1992-93/166; Box 867 - 21,BOND,F J,null,0
BOND,HEDLEIGH ST GEORGE,,null,0
RG 150; Accession 1992-93/166; Box 870 - 15,BONDAR,A,null,0
BONDAR,FIEHODER,228429,null,0
BONE,ATONE,718805,null,0
BONE,FREDERICK STANLEY,880120,null,0
BONHAM,JOHN ELUM,310376,null,0
BONNAR,HERBERT LITTLE,817974,null,0
BONNELL,AMOS WALTER,246099,null,0
BONNEVIE,HYPOLITE,22708,null,0
BONNYMAN,ALEXANDER WHYTE,7738,null,0
BONSALL,ERNEST LYTTON,246565,null,0
BONUS,MELVILLE,663543,null,0
BOOL,FRED,2323476,null,0
BOORN,HARRY GUILFORD,91967,null,0
BOOSEY,EDGAR ALFRED,5R/911,null,0
BOOTH,ALAN TAYLOR,865359,null,0
BOOTH,GARDNER,842071,null,0
BORDEN,FRED,IO/8064,null,0
BORDEN,JAMES DONALD,8145,null,0
BORGERSON,BERNARD CONSTANTIN,277628,null,0
BORLAND,D'ARCY OLIVER,658036,null,0
BOSS,JAMES OSCAR,0.0951374207,null,0
BOSSART,ADOLPHE,3106795,null,0
BOSSE,JOSEPH ALBERT,2320305,null,0
BOSWELL,JONATHAN,3080450,null,0
BOSWELL,LEONARD,,null,0
BOTNEN,AUSTEN,3205365,null,0
BOTSFORD,CHAUNCEY ALBERT,135916,null,0
BOTSFORD,WILFRID GERALD,640121,null,0
RG 150; Accession 1992-93/166; Box 905 - 23,BOTTOMLEY,E F,null,0
BOUCH,WILFRED,16863,null,0
BOUCHARD,ALEXANDRE,1005610,null,0
BOUCHARD,CELESTIN,3156051,null,0
BOUCHARD,CORTEZ,248580,null,0
RG 150; Accession 1992-93/166; Box 910 - 11,BOUCHE,L,null,0
BOUCHER,EDGAR ALLEN,,null,0
BOUCHER,EPHREM,145552,null,0
BOUCHER,JEAN-BAPTISTE,748359,null,0
BOUCHER,JOSEPH ROBERT,120879,null,0
BOUCHETTE,EDOUARD,,null,0
BOUCHIR,MOSES JOSEPH,2022542,null,0
BOUDREAU,ANTOINE,A/44191,null,0
BOUDREAULT,AZADE,672396,null,0
BOUGHNER,CLAUD HENRY,406039,null,0
BOULAY,HERMINE JOSEPH,793569,null,0
BOULET,JOSEPH RAOUL,449113,null,0
BOULICH,ANTONY,23244,null,0
BOULT,FRANK,1418558,null,0
BOUNDY,FRANCIS RICHARD,730079,null,0
RG 150; Accession 1992-93/166; Box 927 - 29,BOURASSA,J,null,0
BOURGEOIS,GEORGES,,null,0
BOURGEOIS,RENE,,null,0
BOURGET,THEODOR,121468,null,0
BOURGOING,JOSEPH ALCIDE,445123,null,0
BOURN,CHARLES,445435,null,0
BOURNE,JOHN DUDLEY,228788,null,0
BOURRIE,NAPOLIAN,644419,null,0
BOUTET,EDOUARD,438532,null,0
BOUTILIER,SAMUEL MCKENZIE,469309,null,0
BOUVET,TELESTHORE,788802,null,0
BOUVIER,ARPHIR,856549,null,0
BOVINEAU,ELI,624880,null,0
BOVINEAU,LOUIS,6.5625,null,0
RG 150; Accession 1992-93/166; Box 945 - 5,BOVY,R,null,0
BOW,HAROLD,,null,0
BOWCOTT,JOHN WILLIAM,696568,null,0
BOWDEN,JEHU,30857,null,0
BOWDEN,JOHN STANLEY,5961,null,0
BOWDITCH,JOHN THOMAS,419116,null,0
BOWEN,ARCHIBALD GARFIELD,636655,null,0
RG 150; Accession 1992-93/166; Box 949 - 4,BOWEN,E,null,0
BOWEN,HAROLD THOMAS,,null,0
BOWEN,SIDNEY,186753,null,0
BOWERBANK,ERNEST ALBERT,757268,null,0
BOWES,FREDERICK ARNOLD,291815,null,0
BOWLBY,ROBERT ARCHER,,null,0
BOWLEY,R WALTER,147038,null,0
BOWMAN,ERNEST GEORGE,724609,null,0
BOWMAN,LESLIE WILLIS,9764,null,0
BOWN,SIDNEY,349515,null,0
BOWNESS,GEORGE COLE,A/11114,null,0
BOY,MATTHEW,140021,null,0
BOYCE,EVELYN LLEWELYN,18752,null,0
BOYD,ARCHIBALD ARTHUR,103101,null,0
BOYD,DENNIS,,null,0
BOYD,MASCALL BROOKS HAMILTON,,null,0
RG 150; Accession 1992-93/166; Box 979 - 35,BOYER,A,null,0
BOYER,HORMIDAS,1051625,null,0
BOYER,WILFRID,1018696,null,0
BOYES,WILLIAM,3310033,null,0
BOYS,HERBERT JAMES,,null,0
BRACKNELL,HENRY GEORGE,602384,null,0
BRADFORD,JOHN,3228416,null,0
BRADFORD,REUBEN CARMAN,McG/222,null,0
BRADIE,ARCHIBALD BLYTH,1064,null,0
BRADLEY,ALEXANDER,135264,null,0
BRADLEY,CLAYTON ADAM,A/11004,null,0
BRADLEY,FREDERICK THOMAS,916285,null,0
BRADLEY,HAROLD EDGAR,210095,null,0
BRADLEY,WILLIAM ALVAREZ,479015,null,0
BRADLEY,WILLIAMS JAMES,408027,null,0
BRADSHAW,HERBERT JAMES,145439,null,0
BRADY,SAMUEL WESLEY,410032,null,0
BRAISBY,WILLIAM,53204,null,0
BRAMWELL,WILLIAM FRANCIS,3205911,null,0
BRAND,JAMES MARR,24089,null,0
BRANDON,MATHEW GILES,799532,null,0
BRANDON,WILLIAM,72145,null,0
BRANNEY,WILLIAM,65106,null,0
BRANTON,CHARLES TOYNE,405725,null,0
BRASH,CHARLES,171283,null,0
BRASSARD,FRANCIS SAM,472336,null,0
BRASSINNE,CHARLES HENRY,A/24008,null,0
RG 150; Accession 1992-93/166; Box 1023 - 2,BRATT,F J,null,0
BRAUND,SIDNEY JOHN,552793,null,0
BRAYBROOK,ARTHUR,A/22427,null,0
BRAYLEY,JOHN WESTLEY,466242,null,0
BRAZEAU,ELIE,201125,null,0
BREAKWELL,THOMAS JOHN,IO/5754,null,0
BREAULT,PIERRE,4061799,null,0
BREAY,EDWARD CHRISTOPHER PEYTON,84105,null,0
